internship_title,company_name,category,location,work_mode,start_date,duration,stipend,currency,stipend_type,payment_period,has_incentives,stipend_min,stipend_max,stipend_average,search_text
React/Node.js Web/UI Development,Dendrite.ai,Technology / Data,Work From Home,Work From Home,Immediately,3 Months,S$ 53 /month,SGD,Paid Amount,Per Month,False,53.0,53.0,53.0,React/Node.js Web/UI Development Dendrite.ai Technology / Data Work From Home Work From Home 3 Months Paid Amount SGD
Digital Marketing,Danstring Technologies Private Limited,Marketing / Sales,Delhi,On-site,Immediately,3 Months,S$ 173 /month,SGD,Paid Amount,Per Month,False,173.0,173.0,173.0,Digital Marketing Danstring Technologies Private Limited Marketing / Sales Delhi On-site 3 Months Paid Amount SGD
Data Entry,Mediapur Production & Events LLP,Technology / Data,Work From Home,Work From Home,Immediately,3 Months,S$ 27 /month,SGD,Paid Amount,Per Month,False,27.0,27.0,27.0,Data Entry Mediapur Production & Events LLP Technology / Data Work From Home Work From Home 3 Months Paid Amount SGD
Content Writing,Edustoke Private Limited,Writing / Content,Bangalore,On-site,Immediately,3 Months,S$ 200 /month,SGD,Paid Amount,Per Month,False,200.0,200.0,200.0,Content Writing Edustoke Private Limited Writing / Content Bangalore On-site 3 Months Paid Amount SGD
Human Resources (Administration),PlanCover.com,HR / Admin / Operations,Gurgaon,On-site,Immediately,3 Months,S$ 173-226 /month,SGD,Paid Amount,Per Month,False,173.0,226.0,199.5,Human Resources (Administration) PlanCover.com HR / Admin / Operations Gurgaon On-site 3 Months Paid Amount SGD
International Business Development,UltraGenius,Technology / Data,Mumbai,On-site,Immediately,3 Months,S$ 80 /month,SGD,Paid Amount,Per Month,False,80.0,80.0,80.0,International Business Development UltraGenius Technology / Data Mumbai On-site 3 Months Paid Amount SGD
International Business Development,Revenuency,Technology / Data,Work From Home,Work From Home,Immediately,3 Months,S$ 47 /month + Incentives,SGD,Paid Amount,Per Month,True,47.0,47.0,47.0,International Business Development Revenuency Technology / Data Work From Home Work From Home 3 Months Paid Amount SGD
Business Development,BlueCortex Digital Technologies Pvt Ltd,Technology / Data,Mumbai,On-site,Immediately,3 Months,S$ 93 /month,SGD,Paid Amount,Per Month,False,93.0,93.0,93.0,Business Development BlueCortex Digital Technologies Pvt Ltd Technology / Data Mumbai On-site 3 Months Paid Amount SGD
Content Writing & Research,One Card Solution Pvt Limited,Writing / Content,Work From Home,Work From Home,Immediately,3 Months,S$ 67-106 /month,SGD,Paid Amount,Per Month,False,67.0,106.0,86.5,Content Writing & Research One Card Solution Pvt Limited Writing / Content Work From Home Work From Home 3 Months Paid Amount SGD
Accounting & Tally,SHAARPS AND ASSOCIATES,Finance / Accounting,Pune,On-site,Immediately,3 Months,S$ 40-80 /month,SGD,Paid Amount,Per Month,False,40.0,80.0,60.0,Accounting & Tally SHAARPS AND ASSOCIATES Finance / Accounting Pune On-site 3 Months Paid Amount SGD
Influencer Marketing,Budding Influencers,Marketing / Sales,Mumbai,On-site,Immediately,3 Months,S$ 80 /month,SGD,Paid Amount,Per Month,False,80.0,80.0,80.0,Influencer Marketing Budding Influencers Marketing / Sales Mumbai On-site 3 Months Paid Amount SGD
Graphic Design,Jim N Jam,Design / Creative,Work From Home,Work From Home,Immediately,3 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Graphic Design Jim N Jam Design / Creative Work From Home Work From Home 3 Months Paid Amount SGD
Marketing,SILRES Energy Solutions Private Limited (Fenice Energy),Marketing / Sales,Work From Home,Work From Home,Immediately,3 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Marketing SILRES Energy Solutions Private Limited (Fenice Energy) Marketing / Sales Work From Home Work From Home 3 Months Paid Amount SGD
Front End Development,Jeev AI Private Limited,Technology / Data,Mysuru,On-site,Immediately,3 Months,S$ 160-200 /month,SGD,Paid Amount,Per Month,False,160.0,200.0,180.0,Front End Development Jeev AI Private Limited Technology / Data Mysuru On-site 3 Months Paid Amount SGD
UI/UX Design,Daily My Shopping,Design / Creative,Work From Home,Work From Home,Immediately,3 Months,S$ 40 /month,SGD,Paid Amount,Per Month,False,40.0,40.0,40.0,UI/UX Design Daily My Shopping Design / Creative Work From Home Work From Home 3 Months Paid Amount SGD
Catalog Management,Lokam Health,HR / Admin / Operations,Bangalore,On-site,Immediately,3 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Catalog Management Lokam Health HR / Admin / Operations Bangalore On-site 3 Months Paid Amount SGD
Django Development,IntelliSQR,Technology / Data,Delhi,On-site,Immediately,3 Months,S$ 160 /month,SGD,Paid Amount,Per Month,False,160.0,160.0,160.0,Django Development IntelliSQR Technology / Data Delhi On-site 3 Months Paid Amount SGD
Digital Marketing,BVR Technosoft Solution,Marketing / Sales,Gurgaon,On-site,Immediately,3 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Digital Marketing BVR Technosoft Solution Marketing / Sales Gurgaon On-site 3 Months Paid Amount SGD
Marketing,Dwellsmith Design,Marketing / Sales,Work From Home,Work From Home,Immediately,3 Months,S$ 133 /month + Incentives,SGD,Paid Amount,Per Month,True,133.0,133.0,133.0,Marketing Dwellsmith Design Marketing / Sales Work From Home Work From Home 3 Months Paid Amount SGD
Data Analytics,Digit88,Technology / Data,Pune,On-site,Immediately,6 Months,S$ 399-665 /month,SGD,Paid Amount,Per Month,False,399.0,665.0,532.0,Data Analytics Digit88 Technology / Data Pune On-site 6 Months Paid Amount SGD
Digital Marketing,Bodvid Pvt. Ltd,Marketing / Sales,Delhi,On-site,Immediately,6 Months,S$ 67-200 /month,SGD,Paid Amount,Per Month,False,67.0,200.0,133.5,Digital Marketing Bodvid Pvt. Ltd Marketing / Sales Delhi On-site 6 Months Paid Amount SGD
Influencer Marketing,Goat And Bull,Marketing / Sales,Mumbai,On-site,Immediately,6 Months,S$ 67-93 /month,SGD,Paid Amount,Per Month,False,67.0,93.0,80.0,Influencer Marketing Goat And Bull Marketing / Sales Mumbai On-site 6 Months Paid Amount SGD
"Human Resources, Talent Acquisition & Management",Lynkstr,Design / Creative,Work From Home,Work From Home,Immediately,6 Months,S$ 100 /month,SGD,Paid Amount,Per Month,False,100.0,100.0,100.0,"Human Resources, Talent Acquisition & Management Lynkstr Design / Creative Work From Home Work From Home 6 Months Paid Amount SGD"
Human Resources (HR),Onrr Collection,HR / Admin / Operations,Work From Home,Work From Home,Immediately,6 Months,S$ 13-133 /month,SGD,Paid Amount,Per Month,False,13.0,133.0,73.0,Human Resources (HR) Onrr Collection HR / Admin / Operations Work From Home Work From Home 6 Months Paid Amount SGD
Social Media Marketing,Dutos Learning,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 67-106 /month,SGD,Paid Amount,Per Month,False,67.0,106.0,86.5,Social Media Marketing Dutos Learning Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Vendor Management,Corpseed,HR / Admin / Operations,Noida,On-site,Immediately,6 Months,S$ 200 /month,SGD,Paid Amount,Per Month,False,200.0,200.0,200.0,Vendor Management Corpseed HR / Admin / Operations Noida On-site 6 Months Paid Amount SGD
Content Writing,Chimpzlab Communications Private Limited,Writing / Content,Thane,On-site,Immediately,6 Months,S$ 106 /month,SGD,Paid Amount,Per Month,False,106.0,106.0,106.0,Content Writing Chimpzlab Communications Private Limited Writing / Content Thane On-site 6 Months Paid Amount SGD
Business Development (Sales),Catalyst Engineering Services,Technology / Data,Delhi,On-site,Immediately,6 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Business Development (Sales) Catalyst Engineering Services Technology / Data Delhi On-site 6 Months Paid Amount SGD
Talent Acquisition (Recruitment),ConsultBae,Design / Creative,Work From Home,Work From Home,Immediately,6 Months,S$ 67-133 /month,SGD,Paid Amount,Per Month,False,67.0,133.0,100.0,Talent Acquisition (Recruitment) ConsultBae Design / Creative Work From Home Work From Home 6 Months Paid Amount SGD
Social Media Marketing,Trip Shades,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 13 /month,SGD,Paid Amount,Per Month,False,13.0,13.0,13.0,Social Media Marketing Trip Shades Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Graphic Design,Digital Analogg,Design / Creative,Work From Home,Work From Home,Immediately,6 Months,S$ 80 /month,SGD,Paid Amount,Per Month,False,80.0,80.0,80.0,Graphic Design Digital Analogg Design / Creative Work From Home Work From Home 6 Months Paid Amount SGD
Educational Consulting,GNICE,Education / Training,Delhi,On-site,Immediately,6 Months,S$ 80 /month,SGD,Paid Amount,Per Month,False,80.0,80.0,80.0,Educational Consulting GNICE Education / Training Delhi On-site 6 Months Paid Amount SGD
Digital Marketing & Operations,N2R TECHNOLOGIES,Marketing / Sales,Noida,On-site,Immediately,6 Months,S$ 40-67 /month,SGD,Paid Amount,Per Month,False,40.0,67.0,53.5,Digital Marketing & Operations N2R TECHNOLOGIES Marketing / Sales Noida On-site 6 Months Paid Amount SGD
Law/Legal,VSP Legals,Legal,Delhi,On-site,Immediately,6 Months,Unpaid,No Fixed Currency,Unpaid,Unpaid,False,,,,Law/Legal VSP Legals Legal Delhi On-site 6 Months Unpaid No Fixed Currency
Business Development,Garniche,Technology / Data,Delhi,On-site,Immediately,6 Months,S$ 67-133 /month,SGD,Paid Amount,Per Month,False,67.0,133.0,100.0,Business Development Garniche Technology / Data Delhi On-site 6 Months Paid Amount SGD
Founder's Office Operations,Sawingz,HR / Admin / Operations,Work From Home,Work From Home,Immediately,6 Months,S$ 80 /month,SGD,Paid Amount,Per Month,False,80.0,80.0,80.0,Founder's Office Operations Sawingz HR / Admin / Operations Work From Home Work From Home 6 Months Paid Amount SGD
Digital Marketing,Ask4Artist,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 13 /month + Incentives,SGD,Paid Amount,Per Month,True,13.0,13.0,13.0,Digital Marketing Ask4Artist Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Business Development,Newtral.io,Technology / Data,Bangalore,On-site,Immediately,6 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Business Development Newtral.io Technology / Data Bangalore On-site 6 Months Paid Amount SGD
Law/Legal,Khanna and Khanna,Legal,Delhi,On-site,Immediately,6 Months,Unpaid,No Fixed Currency,Unpaid,Unpaid,False,,,,Law/Legal Khanna and Khanna Legal Delhi On-site 6 Months Unpaid No Fixed Currency
WordPress Development,WapVenture,Technology / Data,Work From Home,Work From Home,Immediately,6 Months,S$ 33 /month,SGD,Paid Amount,Per Month,False,33.0,33.0,33.0,WordPress Development WapVenture Technology / Data Work From Home Work From Home 6 Months Paid Amount SGD
Business Development (Sales),Anantadi,Technology / Data,Pune,On-site,Immediately,6 Months,S$ 80-133 /month,SGD,Paid Amount,Per Month,False,80.0,133.0,106.5,Business Development (Sales) Anantadi Technology / Data Pune On-site 6 Months Paid Amount SGD
Web Designing,TraviYO,Technology / Data,Noida,On-site,Immediately,6 Months,S$ 93-106 /month,SGD,Paid Amount,Per Month,False,93.0,106.0,99.5,Web Designing TraviYO Technology / Data Noida On-site 6 Months Paid Amount SGD
Human Resources (HR),Learning Routes Private Limited,HR / Admin / Operations,Gurgaon,On-site,Immediately,6 Months,"₹ 15,000 lump sum",INR,Paid Amount,Lump Sum,False,15000.0,15000.0,15000.0,Human Resources (HR) Learning Routes Private Limited HR / Admin / Operations Gurgaon On-site 6 Months Paid Amount INR
Photography,Saltblush,Design / Creative,Delhi,On-site,Immediately,6 Months,S$ 67-133 /month,SGD,Paid Amount,Per Month,False,67.0,133.0,100.0,Photography Saltblush Design / Creative Delhi On-site 6 Months Paid Amount SGD
Business Analysis,Equippp Social Impact Technologies Limited,Other,Hyderabad,On-site,Immediately,6 Months,S$ 133-266 /month,SGD,Paid Amount,Per Month,False,133.0,266.0,199.5,Business Analysis Equippp Social Impact Technologies Limited Other Hyderabad On-site 6 Months Paid Amount SGD
Sales And Marketing,YoursthatSenior,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 13 /month + Incentives,SGD,Paid Amount,Per Month,True,13.0,13.0,13.0,Sales And Marketing YoursthatSenior Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Sales,Codeup Global Solutions Private Limited,Marketing / Sales,Chennai,On-site,Immediately,6 Months,S$ 53 /month + Incentives,SGD,Paid Amount,Per Month,True,53.0,53.0,53.0,Sales Codeup Global Solutions Private Limited Marketing / Sales Chennai On-site 6 Months Paid Amount SGD
Law/Legal,Fintree Finance Private Limited,Legal,Mumbai,On-site,Immediately,6 Months,S$ 67-106 /month,SGD,Paid Amount,Per Month,False,67.0,106.0,86.5,Law/Legal Fintree Finance Private Limited Legal Mumbai On-site 6 Months Paid Amount SGD
Social Media Marketing,QuickBill Solutions Private Limited,Marketing / Sales,Bangalore,On-site,Immediately,6 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Social Media Marketing QuickBill Solutions Private Limited Marketing / Sales Bangalore On-site 6 Months Paid Amount SGD
Social Media Marketing,Socio Marker,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 33 /month,SGD,Paid Amount,Per Month,False,33.0,33.0,33.0,Social Media Marketing Socio Marker Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Telecalling (Sales),FirstOn (CCSN Technology Private Limited),Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 53-106 /month,SGD,Paid Amount,Per Month,False,53.0,106.0,79.5,Telecalling (Sales) FirstOn (CCSN Technology Private Limited) Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Social Media Marketing,CODING JUNIORS TECH PRIVATE LIMITED,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Social Media Marketing CODING JUNIORS TECH PRIVATE LIMITED Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Learning & Development,Oliva Skin And Hair Clinic,Technology / Data,Hyderabad,On-site,Immediately,6 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Learning & Development Oliva Skin And Hair Clinic Technology / Data Hyderabad On-site 6 Months Paid Amount SGD
News Data Entry Operation,HackaHolic IT Services Private Limited,Technology / Data,Work From Home,Work From Home,Immediately,6 Months,S$ 27 /month + Incentives,SGD,Paid Amount,Per Month,True,27.0,27.0,27.0,News Data Entry Operation HackaHolic IT Services Private Limited Technology / Data Work From Home Work From Home 6 Months Paid Amount SGD
Product Design,Core Innovative Designs LLP,Design / Creative,Gurgaon,On-site,Immediately,6 Months,S$ 133-266 /month,SGD,Paid Amount,Per Month,False,133.0,266.0,199.5,Product Design Core Innovative Designs LLP Design / Creative Gurgaon On-site 6 Months Paid Amount SGD
Marketing,BeepKart,Marketing / Sales,Chennai,On-site,Immediately,6 Months,S$ 106 /month + Incentives,SGD,Paid Amount,Per Month,True,106.0,106.0,106.0,Marketing BeepKart Marketing / Sales Chennai On-site 6 Months Paid Amount SGD
Market Research,Elite Crete India,Other,Work From Home,Work From Home,Immediately,6 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Market Research Elite Crete India Other Work From Home Work From Home 6 Months Paid Amount SGD
Inside Sales,Acxiom Technologies,Marketing / Sales,Mumbai,On-site,Immediately,6 Months,S$ 160 /month,SGD,Paid Amount,Per Month,False,160.0,160.0,160.0,Inside Sales Acxiom Technologies Marketing / Sales Mumbai On-site 6 Months Paid Amount SGD
Research (Personal Finance),Moumita Paul,Finance / Accounting,Work From Home,Work From Home,Immediately,6 Months,"₹ 10,000 lump sum",INR,Paid Amount,Lump Sum,False,10000.0,10000.0,10000.0,Research (Personal Finance) Moumita Paul Finance / Accounting Work From Home Work From Home 6 Months Paid Amount INR
Operations,Dirty Feet,HR / Admin / Operations,Hyderabad,On-site,Immediately,1 Month,"₹ 1,000 /week +  Incentives",INR,Paid Amount,Per Week,True,1000.0,1000.0,1000.0,Operations Dirty Feet HR / Admin / Operations Hyderabad On-site 1 Month Paid Amount INR
IoT Development,TechiEco Solutions,Technology / Data,Work From Home,Work From Home,Immediately,1 Month,S$ 13 /month,SGD,Paid Amount,Per Month,False,13.0,13.0,13.0,IoT Development TechiEco Solutions Technology / Data Work From Home Work From Home 1 Month Paid Amount SGD
Mobile App Development,Kenvent IT,Technology / Data,Work From Home,Work From Home,Immediately,1 Month,S$ 13-80 /month,SGD,Paid Amount,Per Month,False,13.0,80.0,46.5,Mobile App Development Kenvent IT Technology / Data Work From Home Work From Home 1 Month Paid Amount SGD
Graphic Design,SecondThought Studio,Design / Creative,Work From Home,Work From Home,Immediately,1 Month,S$ 200-333 /month,SGD,Paid Amount,Per Month,False,200.0,333.0,266.5,Graphic Design SecondThought Studio Design / Creative Work From Home Work From Home 1 Month Paid Amount SGD
